,对话编号,私信位置,应答,错最多次相应的应答,是否相同,问题类型,仅含车型信息,是否问句,是否首句,车型,车型配置,门店地址,留联系方式,新车,二手车,求联系,车型_陈述,该句车型,是否留过联系方式,上牌_问句,落地价_问句,裸车价_问句,优惠_问句,现车_问句,贷款_问句,非九大类问句,非九大类问句_首句,非九大类问句_首句_车型,分词结果,具体车型,Y,Ys,Z
1055,439,7,【空】,【空】,相同,贷款问题,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"['月', '供', '？']",A4,7,7,1
1056,439,8,【空】,目前优惠XX个点。,不同,优惠问题,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"['在', '你们', '店', '购买', '话', '保养', '有', '什么', '活动', '？']",A4,9,7,0
1057,439,9,【空】,【空】,相同,non,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,"['我', '是', '异地', '购买', '想', '问', '必须', '得到', '你们', '店里', '现场', '提车', '吗', '？']",A4,7,7,1
1058,439,10,【空】,【空】,相同,non,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,"['还是', '有', '其他', '方式', '？']",A4,7,7,1
1059,439,11,【空】,【空】,相同,non,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,"['你', '联系方式', '是', '什么', '？']",A4,7,7,1
1060,439,12,【空】,【空】,相同,non,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,"['我', '怎么', '联系', '你们', '？']",A4,7,7,1
1061,439,13,【空】,【空】,相同,non,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,"['没人加', '我', '？']",A4,7,7,1
1062,439,14,【空】,【空】,相同,non,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,"['你们', '店里', '几点', '下班', '？']",A4,7,7,1
1063,439,15,【空】,【空】,相同,non,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,"['想', '下班', '后', '过来', '试驾', '话', '可以', '吗', '？', '大概', '晚上', '七点', '下班']",A4,7,7,1
1064,439,16,【空】,【空】,相同,non,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,['谢谢'],A4,7,7,1
1065,439,17,【空】,有的/目前没有，但是很快就到/我们店没这款车。,不同,现车问题,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,"['如果', '有', '现货', '话', '麻烦', '你们', '尽快', '联系', '我', '可以', '吗']",A4,10,7,0
1066,440,1,落地XX万左右。,落地XX万左右。,相同,落地价问题,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"['Q5', '顶配', '落地', '价']",Q5,0,0,1
1067,440,2,有的/目前没有，但是很快就到/我们店没这款车。,有的/目前没有，但是很快就到/我们店没这款车。,相同,现车问题,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"['Q5', '有', '吗']",Q5,10,10,1
1068,441,1,哪个配置？,哪个配置？,相同,落地价问题,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"['准备', '买', 'A4L', '新车', '大概', '多少', '落地', '？']",A4,4,4,1
1069,441,2,落地XX万左右。,落地XX万左右。,相同,落地价问题,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,['豪华'],A4,0,0,1
1070,442,1,落地XX万左右。,落地XX万左右。,相同,落地价问题,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"['小哥', '现在', 'Q5SP', '甄选', '落地', '大概', '啥']",Q5,0,0,1
1071,442,2,【留资】,【留资】,相同,non,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"['意思', '就是', '提供', '手机号', '吗']",Q5,6,6,1
1072,443,1,裸车XX万左右。,裸车XX万左右。,相同,裸车价问题,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,"['Q5L45', '豪华', '动感', '裸车', '多少']",Q5L,11,11,1
1073,443,2,【空】,【空】,相同,non,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['谢谢'],Q5L,7,7,1
1074,443,3,收到，尽快联系您！,收到，尽快联系您！,相同,non,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,['17628175943'],Q5L,1,1,1
1075,444,1,落地XX万左右。,哪个配置？,不同,落地价问题,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"['A4', '时尚', '现在', '29', '内能', '落地', '不']",A4,4,0,0
1076,444,2,【留资】,省内可以/外省不行。,不同,non,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,"['A4', '时尚', '30', '万', '之内', '能', '拿下', '吗']",A4,8,6,0
1077,445,1,落地XX万左右。,落地XX万左右。,相同,落地价问题,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"['A855', '高配', '多少', '钱', '？']",A8,0,0,1
1078,445,2,【留资】,【留资】,相同,贷款问题,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"['能贷', '吗', '？']",A8,6,6,1
1079,445,3,【留资】,落地XX万左右。,不同,落地价问题,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"['还有', '空间', '吗', '、']",A8,0,6,0
1080,446,1,哪个配置？,哪个配置？,相同,落地价问题,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"['Q3', '新车', '怎么', '卖']",Q3,4,4,1
1081,446,2,【留资】,【留资】,相同,non,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"['有', '哪些', '配置']",Q3,6,6,1
1082,446,3,收到，尽快联系您！,收到，尽快联系您！,相同,non,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,['19283748273'],Q3,1,1,1
1083,447,1,您想咨询哪款车型？,您想咨询哪款车型？,相同,non,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"['VX', '更新', '车辆', '吗', '？', '关注', '一下', '看看']",空,2,2,1
1084,447,2,收到，尽快联系您！,收到，尽快联系您！,相同,non,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,['XQS667899'],S6,1,1,1
1085,448,1,目前优惠XX个点。,目前优惠XX个点。,相同,优惠问题,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"['Q2', '顶配', '能', '优惠', '多少']",Q2,9,9,1
1086,449,1,您想咨询哪款车型？,您想咨询哪款车型？,相同,non,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['有', '新', '奥迪', '锕']",空,2,2,1
1087,449,2,有的/目前没有，但是很快就到/我们店没这款车。,【留资】,不同,non,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,"['有', '新', '奥迪', 'A4', '吗', '两驱', '豪华', '动感', '白色']",A4,6,10,0
1088,449,3,【留资】,【留资】,相同,non,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"['没有', '豪华', '动感', '吗']",A4,6,6,1
1089,449,4,【留资】,【留资】,相同,non,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"['能', '找车', '吗', '能', '看到', '吗']",A4,6,6,1
1090,449,5,收到，尽快联系您！,收到，尽快联系您！,相同,non,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,['13280075800'],A4,1,1,1
1091,449,6,【空】,【空】,相同,non,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,"['我发', '联系方式', '能', '看到', '吗']",A4,7,7,1
1092,450,1,新车还是二手车？,新车还是二手车？,相同,落地价问题,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"['A440TSI', '多少', '米', '？']",A4,3,3,1
1093,450,2,落地XX万左右。,落地XX万左右。,相同,落地价问题,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,['新车'],A4,0,0,1
1094,451,1,新车还是二手车？,新车还是二手车？,相同,落地价问题,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"['Q3', '多少', '钱']",Q3,3,3,1
1095,451,2,新车还是二手车？,新车还是二手车？,相同,落地价问题,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"['Q3', '特价', '车', '什么', '价位']",Q3,3,3,1
1096,452,1,目前优惠XX个点。,目前优惠XX个点。,相同,优惠问题,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"['Q5L', '最低', '配', '优惠', '多少', '个点', '？']",Q5L,9,9,1
1097,452,2,收到，尽快联系您！,收到，尽快联系您！,相同,non,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,['17780056780'],Q5L,1,1,1
1098,453,1,收到，尽快联系您！,收到，尽快联系您！,相同,non,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"['SHL15054384711', '微信', '不', '打电话']",空,1,1,1
1099,453,2,落地XX万左右。,落地XX万左右。,相同,落地价问题,0,1,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,"['A645', '四驱', '落地', '多少', '啊']",A6,0,0,1
1100,453,3,收到，尽快联系您！,收到，尽快联系您！,相同,non,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"['SHL15054384711', '微信', '不', '打电话']",A6,1,1,1
1101,454,1,您想咨询哪款车型？,您想咨询哪款车型？,相同,non,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"['您好', '这是', '奥迪', '店', '吗']",空,2,2,1
1102,454,2,落地XX万左右。,落地XX万左右。,相同,落地价问题,1,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"['A4', '中配']",A4,0,0,1
1103,455,1,【留资】,【留资】,相同,non,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,"['现在', '能', '买', '到', 'A8', '吗', '？']",A8,6,6,1
1104,456,1,落地XX万左右。,【留资】,不同,non,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,"['老', 'Q5', '多少', '？']",Q5,6,0,0
1105,457,1,落地XX万左右。,落地XX万左右。,相同,落地价问题,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"['你好', 'Q2L', '最低', '配', '下来', '多少', '钱']",Q2L,0,0,1
1106,457,2,收到，尽快联系您！,收到，尽快联系您！,相同,non,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"['ZHITIANJIE', '微', '信号']",Q2L,1,1,1
1107,458,1,落地XX万左右。,落地XX万左右。,相同,落地价问题,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"['奥迪', 'A540', '豪华', '多少', '钱', '？']",A5,0,0,1
1108,458,2,【空】,【留资】,不同,non,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"['这么', '贵', '。', '。', '。']",A5,6,7,0
1109,459,1,【留资】,省内可以/外省不行。,不同,贷款问题,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Q5L', '时尚', '动感', '首付']",Q5L,8,6,0
1110,459,2,【留资】,【留资】,相同,贷款问题,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"['首付', '多少', '钱', '？']",Q5L,6,6,1
1111,459,3,【留资】,【留资】,相同,贷款问题,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"['我', '是', '说', '首付']",Q5L,6,6,1
1112,460,1,您想咨询哪款车型？,您想咨询哪款车型？,相同,non,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"['明天', '有', '时间', '给', '我', '介绍', '一下', '个', '奥迪']",空,2,2,1
1113,460,2,【留资】,【留资】,相同,non,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"['明天', '有', '时间', '给', '我', '介绍', '一下', '个', '奥迪', '16', '年个']",空,6,6,1
1114,460,3,【留资】,【留资】,相同,non,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"['车况', '怎么样', '人']",空,6,6,1
1115,460,4,收到，尽快联系您！,收到，尽快联系您！,相同,non,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,['19834347111'],空,1,1,1
1116,461,1,落地XX万左右。,落地XX万左右。,相同,落地价问题,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,"['你好', '1920Q3', '时尚', '动感', '有', '吗', '？', '办好', '落地', '多少', '？']",Q3,0,0,1
1117,461,2,收到，尽快联系您！,收到，尽快联系您！,相同,non,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,['14700061381'],Q3,1,1,1
1118,461,3,【空】,落地XX万左右。,不同,non,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"['好', '谢谢']",Q3,0,7,0
1119,461,4,落地XX万左右。,落地XX万左右。,相同,落地价问题,0,1,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,"['你好', 'A4', '豪华', '动感', '落地', '多少']",A4,0,0,1
1120,461,5,【空】,【空】,相同,non,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"['好', '谢谢']",A4,7,7,1
1121,462,1,落地XX万左右。,落地XX万左右。,相同,落地价问题,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,"['二手', 'A4L', '怎么', '卖', '？']",A4,0,0,1
1122,463,1,【留资】,【留资】,相同,non,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,"['有', 'A6', '全部', '照片', '吗', '有', '小', '程序', '码', '我', '想', '看', '一下']",A6,6,6,1
1123,463,2,收到，尽快联系您！,收到，尽快联系您！,相同,non,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,['VX13082602239'],A6,1,1,1
1124,464,1,【留资】,【留资】,相同,non,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,"['您好', '：', '我', '想', '咨询', '一下', 'A8', '能加', '一下', '您', '微信', '吗', '？']",A8,6,6,1
1125,465,1,【店里统一分配顾问】,新车还是二手车？,不同,贷款问题,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,"['有', '销售', '微信', '吗', '奥迪', 'A4', '想', '0', '首付']",A4,3,5,0
1126,466,1,有的/目前没有，但是很快就到/我们店没这款车。,新车还是二手车？,不同,现车问题,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"['您好', '请问', 'A4', '有没有', '19']",A4,3,10,0
1127,467,1,【留资】,【留资】,相同,non,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"['想', '看看', 'A6']",A6,6,6,1
1128,467,2,收到，尽快联系您！,【_店地址】,不同,non,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,['13778111919'],A6,12,1,0
1129,467,3,收到，尽快联系您！,【_店地址】,不同,non,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"['13778111919', '我', '微信']",A6,12,1,0
1130,467,4,【空】,【空】,相同,non,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,"['可以', '加', '了', '发', '车辆', '链接', '吗']",A6,7,7,1
1131,467,5,【空】,【空】,相同,non,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"['刚才', '我', '得到', '个', '礼物']",A6,7,7,1
1132,467,6,【空】,【空】,相同,non,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"['刚才', '我', '得到', '个', '礼物', '小熊', '钥匙扣']",A6,7,7,1
1133,468,1,裸车XX万左右。,裸车XX万左右。,相同,裸车价问题,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,"['Q540', '豪华', '裸车']",Q5,11,11,1
1134,469,1,裸车XX万左右。,裸车XX万左右。,相同,裸车价问题,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,"['Q5', '时尚', '动感', '裸车', '多少', '钱']",Q5,11,11,1
1135,469,2,收到，尽快联系您！,收到，尽快联系您！,相同,non,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,['17611235723'],Q5,1,1,1
1136,470,1,您想咨询哪款车型？,您想咨询哪款车型？,相同,non,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['你好'],空,2,2,1
1137,470,2,落地XX万左右。,落地XX万左右。,相同,落地价问题,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,"['A6', '试', '驾车', '多少', '钱']",A6,0,0,1
1138,470,3,收到，尽快联系您！,收到，尽快联系您！,相同,non,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,['15860881388'],A6,1,1,1
1139,470,4,【空】,【空】,相同,non,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,"['好', '谢谢']",A6,7,7,1
1140,471,1,您想咨询哪款车型？,您想咨询哪款车型？,相同,贷款问题,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"['两年', '0', '息', '政策', '是', '什么']",空,2,2,1
1141,471,2,收到，尽快联系您！,【_店地址】,不同,non,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['奥迪', 'A6L', '享受', '吗', '13193876290']",A6,12,1,0
1142,472,1,目前优惠XX个点。,目前优惠XX个点。,相同,优惠问题,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"['2140', '车', 'A4', '时尚', '动感', '指导价', '31.88', '万', '优惠', '完裸车', '多少', '钱', '？']",A4,9,9,1
1143,472,2,收到，尽快联系您！,收到，尽快联系您！,相同,non,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,['13051971800'],A4,1,1,1
1144,473,1,新车还是二手车？,新车还是二手车？,相同,现车问题,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"['A7', '有没有', '现车']",A7,3,3,1
1145,473,2,哪个配置？,哪个配置？,相同,现车问题,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,['新车'],A7,4,4,1
1146,474,1,【留资】,【留资】,相同,non,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,"['想', '咨询', '一下', 'A6']",A6,6,6,1
1147,475,1,您想咨询哪款车型？,您想咨询哪款车型？,相同,non,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,"['二手车', '你家', '有', '嘛']",空,2,2,1
1148,475,2,有的/目前没有，但是很快就到/我们店没这款车。,新车还是二手车？,不同,落地价问题,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,['A6'],A6,3,10,0
1149,476,1,哪个配置？,哪个配置？,相同,落地价问题,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"['A6L', '多少', '钱']",A6,4,4,1
1150,476,2,落地XX万左右。,裸车XX万左右。,不同,落地价问题,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,['顶配'],A6,11,0,0
1151,476,3,【空】,【空】,相同,non,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['超预算', '哈哈哈']",A6,7,7,1
1152,476,4,新车还是二手车？,新车还是二手车？,相同,现车问题,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"['有', '奥迪', 'A4L', '吗', '？', '私信', '我']",A4,3,3,1
1153,477,1,落地XX万左右。,落地XX万左右。,相同,落地价问题,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"['新', 'A3', '中配', '落地', '多少']",A3,0,0,1
1154,477,2,收到，尽快联系您！,收到，尽快联系您！,相同,non,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,['13683431074'],A3,1,1,1
1155,478,1,哪个配置？,哪个配置？,相同,落地价问题,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"['A6', '大概', '落地', '多少', '钱']",A6,4,4,1
1156,478,2,落地XX万左右。,【空】,不同,non,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['基础'],A6,7,0,0
1157,479,1,收到，尽快联系您！,收到，尽快联系您！,相同,non,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,['13888888888'],空,1,1,1
1158,479,2,您想咨询哪款车型？,您想咨询哪款车型？,相同,落地价问题,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,"['40', '多少', '钱']",空,2,2,1
1159,480,1,您想咨询哪款车型？,您想咨询哪款车型？,相同,non,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"['么', '么', '哒']",空,2,2,1
1160,480,2,落地XX万左右。,落地XX万左右。,相同,落地价问题,1,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"['中配', 'Q3']",Q3,0,0,1
1161,480,3,【留资】,【留资】,相同,贷款问题,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"['能贷', '吗', '？']",Q3,6,6,1
1162,480,4,【空】,【空】,相同,non,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['谢谢'],Q3,7,7,1
1163,481,1,【留资】,【留资】,相同,non,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"['现在', 'Q8', '行情', '是', '咨询', '下']",Q8,6,6,1
1164,482,1,有的/目前没有，但是很快就到/我们店没这款车。,有的/目前没有，但是很快就到/我们店没这款车。,相同,现车问题,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,"['有没有', '3.0', 'Q7', '老二', '手']",Q7,10,10,1
1165,482,2,【留资】,【空】,不同,non,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"['来个', '联系方式', '最好', '是', '微信']",Q7,7,6,0
1166,483,1,裸车XX万左右。,裸车XX万左右。,相同,裸车价问题,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,"['A6L45', '四驱臻选', '动感', '裸车', '最低', '多少', '？']",A6,11,11,1
1167,483,2,收到，尽快联系您！,收到，尽快联系您！,相同,non,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,['18181538876'],A6,1,1,1
1168,484,1,您想咨询哪款车型？,您想咨询哪款车型？,相同,non,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['想', '问下']",空,2,2,1
1169,484,2,新车还是二手车？,新车还是二手车？,相同,落地价问题,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,['Q5'],Q5,3,3,1
1170,484,3,【留资】,新车还是二手车？,不同,贷款问题,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"['能办', '车贷', '吗']",Q5,3,6,0
1171,485,1,新车还是二手车？,新车还是二手车？,相同,现车问题,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"['奥迪', 'Q8', '北京', '有', '现车', '吗']",Q8,3,3,1
1172,485,2,哪个配置？,哪个配置？,相同,现车问题,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,['新车'],Q8,4,4,1
1173,486,1,【留资】,您想咨询哪款车型？,不同,non,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"['置换', '怎么', '换']",空,2,6,0
1174,486,2,收到，尽快联系您！,收到，尽快联系您！,相同,non,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,['18601557650'],空,1,1,1
1175,487,1,裸车XX万左右。,裸车XX万左右。,相同,裸车价问题,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,"['A6L', '豪华', '动感', '裸车', '落地', '多少', '米']",A6,11,11,1
1176,487,2,收到，尽快联系您！,收到，尽快联系您！,相同,non,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"['好', '13243115']",A6,1,1,1
1177,488,1,【留资】,您想咨询哪款车型？,不同,non,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,"['二手车', '有', '什么', '相关', '保障', '吗']",空,2,6,0
1178,488,2,【空】,【留资】,不同,non,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"['哈', '？']",空,6,7,0
1179,489,1,哪个配置？,哪个配置？,相同,优惠问题,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"['咱们', 'A4', '能', '优惠', '多少', '？']",A4,4,4,1
1180,489,2,目前优惠XX个点。,目前优惠XX个点。,相同,优惠问题,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,['顶配'],A4,9,9,1
1181,489,3,收到，尽快联系您！,收到，尽快联系您！,相同,non,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"['好', '18610096728']",A4,1,1,1
1182,490,1,您想咨询哪款车型？,省内可以/外省不行。,不同,non,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['A'],空,8,2,0
1183,490,2,【留资】,【留资】,相同,non,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"['?', '这是', '改装', '吗']",空,6,6,1
1184,490,3,收到，尽快联系您！,收到，尽快联系您！,相同,non,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,['1111111111111111'],空,1,1,1
1185,491,1,有的/目前没有，但是很快就到/我们店没这款车。,有的/目前没有，但是很快就到/我们店没这款车。,相同,现车问题,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"['A4', '时尚', '运动', '有车', '吗', '？']",A4,10,10,1
1186,491,2,落地XX万左右。,落地XX万左右。,相同,落地价问题,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"['现在', 'A4L', '时尚', '运动', '27', '万能', '落地', '不', '？']",A4,0,0,1
